'sample #','V5','V2'
535233,978,1037
535234,976,1037
535235,974,1039
535236,976,1039
535237,976,1040
535238,980,1039
535239,978,1037
535240,977,1036
535241,975,1036
535242,973,1039
535243,974,1039
535244,978,1038
535245,975,1038
535246,974,1037
535247,971,1036
535248,973,1033
535249,972,1038
535250,976,1039
535251,974,1035
535252,972,1035
535253,973,1033
535254,976,1034
535255,976,1038
535256,975,1034
535257,975,1036
535258,974,1036
535259,972,1033
535260,973,1035
535261,975,1034
535262,977,1035
535263,977,1036
535264,974,1032
535265,973,1032
535266,974,1033
535267,974,1035
535268,977,1037
535269,978,1036
535270,978,1035
535271,973,1037
535272,973,1040
535273,978,1045
535274,990,1047
535275,997,1050
535276,1006,1047
535277,1015,1051
535278,1029,1054
535279,1044,1061
535280,1057,1063
535281,1070,1068
535282,1085,1067
535283,1105,1067
535284,1134,1074
535285,1167,1080
535286,1201,1089
535287,1225,1097
535288,1241,1101
535289,1243,1099
535290,1228,1087
535291,1198,1064
535292,1162,1034
535293,1124,1001
535294,1090,976
535295,1056,956
535296,1022,944
535297,995,944
535298,974,944
535299,951,957
535300,934,963
535301,925,971
535302,922,980
535303,923,994
535304,923,999
535305,924,1001
535306,921,1005
535307,924,1004
535308,924,1008
535309,926,1011
535310,927,1010
535311,928,1008
535312,925,1005
535313,925,1003
535314,928,1005
535315,931,1006
535316,931,1005
535317,929,1007
535318,927,1004
535319,929,1004
535320,927,1004
535321,929,1006
535322,931,1005
535323,930,1005
535324,927,1003
535325,925,1003
535326,928,1004
535327,927,1005
535328,929,1006
535329,930,1004
535330,927,1002
535331,924,1005
535332,924,1005
535333,924,1007
535334,926,1004
535335,927,1004
535336,925,1003
535337,922,1002
535338,922,1003
535339,923,1003
535340,924,1004
535341,924,1005
535342,924,1001
535343,922,1000
535344,920,1003
535345,921,1004
535346,924,1002
535347,924,1001
535348,922,999
535349,920,1001
535350,919,1000
535351,922,1002
535352,923,1002
535353,924,1000
535354,920,999
535355,919,998
535356,915,1001
535357,920,1003
535358,921,1003
535359,918,1001
535360,918,999
535361,916,997
535362,916,997
535363,918,1001
535364,918,998
535365,917,1001
535366,915,997
535367,912,997
535368,913,995
535369,914,1000
535370,917,1000
535371,915,998
535372,913,997
535373,913,997
535374,913,996
535375,914,1000
535376,916,996
535377,915,998
535378,911,996
535379,911,996
535380,914,998
535381,914,1000
535382,918,1000
535383,917,999
535384,916,999
535385,915,998
535386,915,998
535387,919,1002
535388,919,1005
535389,921,1005
535390,921,1001
535391,920,1001
535392,921,1004
535393,923,1009
535394,926,1008
535395,928,1008
535396,928,1007
535397,927,1007
535398,929,1010
535399,932,1015
535400,935,1015
535401,935,1018
535402,935,1016
535403,936,1018
535404,940,1020
535405,945,1022
535406,948,1024
535407,950,1026
535408,950,1023
535409,952,1025
535410,951,1030
535411,953,1032
535412,958,1032
535413,960,1033
535414,958,1031
535415,960,1032
535416,963,1034
535417,966,1036
535418,969,1038
535419,969,1037
535420,967,1039
535421,967,1038
535422,968,1037
535423,972,1038
535424,972,1040
535425,975,1039
535426,975,1036
535427,972,1037
535428,972,1039
535429,973,1042
535430,975,1041
535431,975,1039
535432,974,1036
535433,971,1039
535434,970,1037
535435,974,1042
535436,977,1041
535437,976,1038
535438,974,1039
535439,973,1037
535440,974,1038
535441,975,1041
535442,977,1041
535443,976,1039
535444,973,1037
535445,974,1036
535446,973,1039
535447,975,1038
535448,977,1041
535449,978,1037
535450,975,1037
535451,974,1037
535452,974,1038
535453,978,1037
535454,978,1039
535455,979,1036
535456,977,1036
535457,976,1034
535458,974,1035
535459,976,1038
535460,976,1037
535461,979,1037
535462,977,1038
535463,974,1036
535464,975,1037
535465,975,1039
535466,975,1037
535467,977,1038
535468,979,1034
535469,976,1033
535470,974,1035
535471,977,1038
535472,978,1040
535473,978,1040
535474,979,1037
535475,978,1036
535476,976,1039
535477,980,1039
535478,979,1040
535479,981,1039
535480,978,1035
535481,978,1036
535482,977,1037
535483,979,1038
535484,979,1037
535485,981,1038
535486,980,1037
535487,978,1034
535488,978,1036
535489,980,1039
535490,982,1039
535491,981,1037
535492,979,1037
535493,979,1034
535494,980,1037
535495,982,1038
535496,982,1038
535497,981,1040
535498,980,1037
535499,979,1036
535500,981,1037
535501,981,1038
535502,981,1037
535503,981,1037
535504,979,1033
535505,978,1035
535506,979,1036
535507,981,1039
535508,981,1037
535509,980,1037
535510,980,1035
535511,981,1035
535512,981,1036
535513,982,1040
535514,984,1039
535515,983,1040
535516,980,1037
535517,978,1038
535518,978,1040
535519,978,1042
535520,981,1041
535521,978,1042
535522,977,1040
535523,977,1040
535524,974,1040
535525,976,1042
535526,978,1041
535527,978,1043
535528,975,1040
535529,974,1037
535530,975,1037
535531,979,1039
535532,982,1041
535533,983,1039
535534,982,1037
535535,978,1035
535536,981,1036
535537,984,1039
535538,988,1036
535539,989,1038
535540,987,1034
535541,984,1034
535542,984,1037
535543,988,1038
535544,993,1037
535545,995,1036
535546,995,1034
535547,996,1035
535548,996,1035
535549,995,1038
535550,999,1040
535551,999,1039
535552,998,1036
535553,994,1036
535554,990,1037
535555,990,1036
535556,992,1036
535557,989,1037
535558,988,1033
535559,987,1034
535560,987,1036
535561,987,1035
535562,984,1031
535563,984,1035
535564,984,1032
535565,983,1032
535566,983,1034
535567,985,1033
535568,985,1032
535569,985,1034
535570,982,1031
535571,983,1030
535572,984,1031
535573,985,1033
535574,986,1034
535575,986,1032
535576,984,1031
535577,982,1031
535578,985,1030
535579,985,1033
535580,985,1032
535581,989,1033
535582,987,1029
535583,984,1030
535584,986,1032
535585,987,1035
535586,989,1032
535587,990,1034
535588,988,1029
535589,988,1029
535590,985,1031
535591,989,1033
535592,990,1035
535593,990,1035
535594,989,1031
535595,988,1030
535596,989,1034
535597,990,1035
535598,993,1033
535599,994,1036
535600,994,1035
535601,994,1035
535602,996,1037
535603,1000,1042
535604,1007,1047
535605,1016,1050
535606,1035,1049
535607,1079,1056
535608,1174,1082
535609,1246,1144
535610,1225,1205
535611,1155,1204
535612,1108,1155
535613,1108,1116
535614,1124,1113
535615,1140,1115
535616,1149,1112
535617,1163,1106
535618,1180,1103
535619,1203,1109
535620,1232,1118
535621,1258,1127
535622,1278,1134
535623,1288,1137
535624,1286,1133
535625,1266,1124
535626,1239,1104
535627,1204,1078
535628,1173,1050
535629,1139,1022
535630,1110,1001
535631,1084,990
535632,1057,984
535633,1033,988
535634,1014,990
535635,997,997
535636,987,997
535637,978,1006
535638,976,1014
535639,973,1026
535640,972,1035
535641,972,1036
535642,974,1037
535643,972,1037
535644,972,1040
535645,972,1039
535646,973,1037
535647,972,1038
535648,971,1035
535649,969,1037
535650,972,1031
535651,974,1037
535652,975,1034
535653,974,1033
535654,969,1030
535655,966,1031
535656,967,1031
535657,969,1035
535658,972,1031
535659,968,1030
535660,966,1030
535661,965,1030
535662,965,1033
535663,966,1034
535664,970,1034
535665,968,1032
535666,966,1029
535667,963,1027
535668,962,1031
535669,965,1032
535670,963,1031
535671,962,1030
535672,961,1028
535673,958,1026
535674,957,1029
535675,958,1030
535676,959,1031
535677,959,1028
535678,958,1027
535679,956,1025
535680,955,1028
535681,958,1028
535682,960,1029
535683,961,1026
535684,957,1027
535685,951,1023
535686,953,1024
535687,954,1026
535688,954,1028
535689,953,1026
535690,950,1023
535691,952,1024
535692,950,1025
535693,952,1024
535694,953,1027
535695,949,1027
535696,950,1023
535697,948,1024
535698,949,1025
535699,947,1026
535700,949,1025
535701,947,1024
535702,946,1023
535703,944,1021
535704,944,1025
535705,948,1025
535706,946,1027
535707,947,1023
535708,945,1021
535709,945,1021
535710,943,1024
535711,948,1026
535712,948,1024
535713,950,1024
535714,947,1023
535715,946,1022
535716,946,1025
535717,949,1029
535718,950,1027
535719,949,1026
535720,948,1024
535721,945,1026
535722,948,1025
535723,949,1027
535724,951,1028
535725,952,1026
535726,948,1026
535727,948,1027
535728,950,1029
535729,950,1032
535730,953,1035
535731,954,1033
535732,954,1033
535733,952,1033
535734,954,1035
535735,958,1038
535736,960,1039
535737,962,1038
535738,964,1037
535739,959,1039
535740,963,1043
535741,966,1046
535742,971,1045
535743,972,1047
535744,973,1043
535745,971,1046
535746,973,1048
535747,976,1052
535748,980,1053
535749,980,1054
535750,979,1054
535751,979,1055
535752,984,1057
535753,986,1059
535754,989,1059
535755,990,1059
535756,990,1059
535757,988,1060
535758,989,1060
535759,990,1061
535760,993,1062
535761,994,1061
535762,994,1059
535763,991,1060
535764,990,1057
535765,991,1061
535766,991,1062
535767,989,1060
535768,988,1058
535769,986,1055
535770,989,1058
535771,993,1060
535772,992,1058
535773,992,1058
535774,990,1055
535775,989,1055
535776,987,1055
535777,991,1056
535778,990,1056
535779,990,1056
535780,988,1053
535781,986,1053
535782,985,1053
535783,988,1054
535784,989,1055
535785,990,1053
535786,987,1049
535787,984,1052
535788,986,1052
535789,988,1054
535790,987,1053
535791,984,1051
535792,984,1049
535793,981,1050
535794,982,1052
535795,984,1055
535796,986,1053
535797,988,1052
535798,984,1050
535799,981,1049
535800,982,1051
535801,983,1056
535802,984,1054
535803,983,1052
535804,984,1050
535805,980,1049
535806,980,1053
535807,980,1053
535808,981,1053
535809,978,1054
535810,979,1053
535811,980,1052
535812,980,1054
535813,984,1055
535814,983,1053
535815,983,1055
535816,982,1055
535817,982,1053
535818,980,1054
535819,983,1055
535820,987,1055
535821,987,1057
535822,984,1054
535823,983,1053
535824,982,1055
535825,984,1056
535826,984,1057
535827,984,1056
535828,982,1055
535829,982,1053
535830,985,1053
535831,989,1057
535832,991,1059
535833,989,1055
535834,986,1053
535835,983,1052
535836,987,1052
535837,989,1054
535838,993,1055
535839,993,1055
535840,991,1052
535841,986,1050
535842,988,1053
535843,988,1055
535844,992,1055
535845,990,1054
535846,988,1052
535847,987,1052
535848,988,1053
535849,989,1055
535850,987,1057
535851,988,1058
535852,985,1053
535853,983,1053
535854,984,1056
535855,986,1057
535856,988,1059
535857,986,1056
535858,983,1057
535859,983,1055
535860,981,1056
535861,983,1057
535862,987,1056
535863,988,1056
535864,985,1053
535865,982,1052
535866,984,1052
535867,988,1052
535868,991,1053
535869,991,1054
535870,989,1052
535871,987,1049
535872,989,1051
535873,990,1054
535874,993,1054
535875,996,1054
535876,993,1050
535877,993,1050
535878,996,1053
535879,999,1053
535880,1002,1053
535881,1004,1053
535882,1002,1050
535883,999,1048
535884,1001,1050
535885,1006,1055
535886,1007,1055
535887,1005,1054
535888,1004,1051
535889,1003,1052
535890,1001,1049
535891,999,1052
535892,999,1051
535893,997,1050
535894,999,1048
535895,993,1050
535896,996,1050
535897,995,1048
535898,998,1050
535899,997,1048
535900,993,1046
535901,990,1046
535902,989,1048
535903,995,1049
535904,999,1051
535905,1002,1050
535906,1003,1049
535907,1010,1050
535908,1026,1054
535909,1064,1061
535910,1140,1078
535911,1224,1136
535912,1217,1203
535913,1130,1204
535914,1057,1152
535915,1037,1107
535916,1044,1094
535917,1047,1093
535918,1044,1088
535919,1036,1084
535920,1032,1081
535921,1030,1083
535922,1029,1078
535923,1027,1079
535924,1020,1069
535925,1017,1067
535926,1016,1065
535927,1018,1065
535928,1017,1061
535929,1016,1057
535930,1010,1055
535931,1000,1054
535932,996,1056
535933,992,1057
535934,988,1053
535935,985,1052
535936,977,1048
535937,969,1047
535938,963,1045
535939,959,1047
535940,952,1046
535941,940,1042
535942,927,1041
535943,919,1038
535944,921,1039
535945,929,1038
535946,931,1033
535947,932,1030
535948,927,1028
535949,925,1027
535950,921,1028
535951,929,1030
535952,938,1030
535953,948,1033
535954,960,1034
535955,968,1042
535956,981,1048
535957,989,1053
535958,998,1057
535959,1001,1052
535960,1000,1044
535961,995,1030
535962,990,1011
535963,986,994
535964,980,982
535965,975,975
535966,967,972
535967,962,973
535968,961,981
535969,964,987
535970,967,997
535971,973,1008
535972,978,1018
535973,981,1028
535974,985,1038
535975,986,1045
535976,989,1047
535977,989,1048
535978,991,1047
535979,993,1050
535980,995,1049
535981,997,1051
535982,998,1051
535983,1002,1046
535984,999,1044
535985,996,1042
535986,995,1044
535987,997,1045
535988,999,1046
535989,1003,1046
535990,1004,1045
535991,1001,1045
535992,1000,1044
535993,1002,1048
535994,1005,1048
535995,1005,1049
535996,1006,1044
535997,1006,1044
535998,1005,1043
535999,1007,1047
536000,1006,1047
536001,1007,1045
536002,1005,1046
536003,1002,1045
536004,1003,1047
536005,1005,1047
536006,1009,1048
536007,1009,1046
536008,1009,1046
536009,1006,1044
536010,1007,1049
536011,1005,1050
536012,1010,1047
536013,1010,1048
536014,1010,1048
536015,1010,1047
536016,1012,1049
536017,1013,1051
536018,1012,1052
536019,1013,1051
536020,1015,1048
536021,1014,1049
536022,1015,1052
536023,1016,1053
536024,1016,1054
536025,1018,1054
536026,1016,1051
536027,1015,1053
536028,1016,1054
536029,1021,1056
536030,1022,1055
536031,1023,1055
536032,1022,1053
536033,1017,1055
536034,1019,1057
536035,1021,1059
536036,1021,1060
536037,1026,1058
536038,1026,1058
536039,1023,1055
536040,1023,1060
536041,1027,1064
536042,1028,1063
536043,1029,1063
536044,1026,1063
536045,1025,1059
536046,1025,1065
536047,1028,1065
536048,1031,1067
536049,1031,1067
536050,1031,1066
536051,1030,1063
536052,1028,1067
536053,1026,1068
536054,1029,1069
536055,1029,1067
536056,1027,1065
536057,1026,1066
536058,1026,1068
536059,1028,1069
536060,1029,1070
536061,1027,1069
536062,1024,1067
536063,1021,1066
536064,1019,1068
536065,1023,1068
536066,1020,1069
536067,1020,1068
536068,1016,1066
536069,1012,1064
536070,1012,1067
536071,1013,1070
536072,1013,1069
536073,1012,1067
536074,1010,1064
536075,1007,1064
536076,1005,1064
536077,1007,1066
536078,1008,1066
536079,1009,1065
536080,1006,1065
536081,1002,1063
536082,1000,1062
536083,1002,1063
536084,1004,1063
536085,1001,1062
536086,1001,1058
536087,998,1057
536088,1000,1061
536089,999,1062
536090,998,1061
536091,1000,1060
536092,997,1055
536093,994,1056
536094,993,1056
536095,994,1058
536096,998,1057
536097,998,1057
536098,998,1056
536099,992,1053
536100,993,1056
536101,994,1056
536102,996,1057
536103,996,1055
536104,994,1053
536105,991,1051
536106,990,1051
536107,993,1054
536108,994,1054
536109,994,1054
536110,992,1051
536111,991,1052
536112,991,1050
536113,993,1053
536114,995,1051
536115,993,1052
536116,992,1049
536117,989,1049
536118,990,1051
536119,991,1051
536120,992,1049
536121,993,1050
536122,988,1049
536123,990,1048
536124,988,1048
536125,988,1051
536126,991,1051
536127,989,1048
536128,990,1046
536129,988,1048
536130,987,1046
536131,990,1051
536132,990,1049
536133,988,1050
536134,986,1047
536135,987,1045
536136,984,1045
536137,990,1048
536138,991,1049
536139,992,1047
536140,988,1045
536141,986,1044
536142,989,1049
536143,988,1048
536144,990,1047
536145,990,1047
536146,989,1044
536147,988,1045
536148,990,1048
536149,989,1045
536150,992,1045
536151,989,1046
536152,987,1045
536153,986,1044
536154,987,1043
536155,988,1046
536156,990,1046
536157,990,1043
536158,987,1043
536159,985,1040
536160,985,1043
536161,986,1045
536162,990,1045
536163,990,1044
536164,990,1041
536165,987,1041
536166,984,1042
536167,988,1042
536168,991,1041
536169,989,1042
536170,988,1042
536171,985,1039
536172,987,1041
536173,989,1044
536174,990,1041
536175,989,1041
536176,989,1039
536177,987,1038
536178,985,1042
536179,987,1043
536180,988,1043
536181,989,1043
536182,987,1039
536183,984,1041
536184,984,1043
536185,986,1044
536186,986,1046
536187,987,1045
536188,987,1045
536189,984,1043
536190,985,1047
536191,986,1050
536192,987,1049
536193,989,1049
536194,989,1047
536195,988,1044
536196,991,1047
536197,996,1047
536198,1003,1047
536199,1015,1049
536200,1033,1048
536201,1093,1054
536202,1188,1097
536203,1214,1174
536204,1143,1190
536205,1067,1142
536206,1040,1095
536207,1039,1082
536208,1049,1085
536209,1049,1083
536210,1045,1082
536211,1043,1074
536212,1043,1072
536213,1043,1069
536214,1045,1071
536215,1046,1070
536216,1044,1068
536217,1045,1065
536218,1041,1062
536219,1037,1060
536220,1032,1059
536221,1030,1059
536222,1027,1058
536223,1022,1057
536224,1016,1051
536225,1008,1051
536226,1003,1046
536227,996,1046
536228,991,1043
536229,986,1039
536230,975,1033
536231,960,1032
536232,945,1032
536233,936,1031
536234,933,1030
536235,926,1028
536236,922,1023
536237,911,1020
536238,906,1012
536239,903,1010
536240,903,999
536241,901,992
536242,900,984
536243,899,976
536244,900,974
536245,900,972
536246,900,965
536247,901,960
536248,903,952
536249,906,947
536250,913,939
536251,917,933
536252,923,921
536253,932,918
536254,939,916
536255,944,920
536256,947,928
536257,954,938
536258,960,945
536259,970,954
536260,973,963
536261,975,974
536262,973,985
536263,979,993
536264,983,1001
536265,985,1004
536266,984,1006
536267,983,1009
536268,984,1010
536269,989,1014
536270,993,1017
536271,994,1016
536272,990,1014
536273,988,1013
536274,988,1016
536275,990,1019
536276,994,1019
536277,990,1021
536278,988,1020
536279,985,1021
536280,988,1022
536281,994,1026
536282,994,1029
536283,998,1035
536284,997,1033
536285,993,1036
536286,995,1037
536287,997,1040
536288,1003,1042
536289,1007,1043
536290,1001,1041
536291,1001,1040
536292,1003,1041
536293,1004,1045
536294,1007,1046
536295,1007,1046
536296,1007,1044
536297,1002,1044
536298,1007,1046
536299,1009,1047
536300,1010,1046
536301,1011,1048
536302,1012,1046
536303,1010,1046
536304,1010,1049
536305,1011,1051
536306,1013,1053
536307,1015,1050
536308,1014,1051
536309,1011,1050
536310,1013,1054
536311,1015,1056
536312,1018,1056
536313,1017,1056
536314,1016,1056
536315,1016,1055
536316,1015,1057
536317,1017,1059
536318,1020,1061
536319,1023,1060
536320,1020,1062
536321,1018,1059
536322,1021,1063
536323,1022,1065
536324,1024,1067
536325,1024,1066
536326,1023,1064
536327,1023,1066
536328,1023,1068
536329,1024,1071
536330,1025,1072
536331,1026,1070
536332,1022,1071
536333,1022,1071
536334,1025,1072
536335,1028,1079
536336,1029,1076
536337,1027,1078
536338,1027,1078
536339,1023,1078
536340,1026,1080
536341,1024,1081
536342,1026,1081
536343,1028,1082
536344,1027,1081
536345,1023,1081
536346,1024,1083
536347,1027,1085
536348,1026,1085
536349,1026,1083
536350,1024,1083
536351,1022,1081
536352,1018,1080
536353,1021,1086
536354,1024,1084
536355,1021,1083
536356,1018,1081
536357,1014,1079
536358,1016,1078
536359,1017,1080
536360,1016,1080
536361,1015,1076
536362,1009,1076
536363,1008,1073
536364,1007,1075
536365,1008,1076
536366,1008,1072
536367,1009,1073
536368,1005,1069
536369,1000,1064
536370,998,1067
536371,1002,1065
536372,998,1066
536373,1000,1066
536374,997,1063
536375,995,1058
536376,993,1060
536377,993,1059
536378,997,1057
536379,994,1054
536380,992,1056
536381,992,1053
536382,991,1053
536383,992,1053
536384,992,1053
536385,994,1052
536386,992,1047
536387,989,1046
536388,988,1048
536389,990,1051
536390,991,1050
536391,991,1045
536392,988,1044
536393,985,1043
536394,986,1045
536395,988,1046
536396,988,1047
536397,988,1045
536398,985,1042
536399,983,1042
536400,985,1042
536401,987,1044
536402,988,1045
536403,987,1043
536404,986,1042
536405,984,1041
536406,984,1041
536407,986,1043
536408,985,1043
536409,984,1043
536410,985,1040
536411,983,1037
536412,983,1039
536413,985,1039
536414,984,1039
536415,983,1041
536416,982,1040
536417,983,1039
536418,981,1040
536419,984,1041
536420,985,1038
536421,984,1039
536422,984,1039
536423,982,1035
536424,980,1034
536425,983,1037
536426,985,1038
536427,983,1039
536428,981,1036
536429,979,1035
536430,978,1037
536431,983,1041
536432,984,1040
536433,984,1038
536434,982,1035
536435,979,1031
536436,979,1035
536437,980,1037
536438,982,1036
536439,981,1036
536440,980,1034
536441,978,1033
536442,977,1036
536443,979,1038
536444,982,1037
536445,979,1036
536446,980,1035
536447,978,1034
536448,977,1034
536449,978,1035
536450,979,1036
536451,981,1036
536452,978,1032
536453,975,1032
536454,975,1034
536455,979,1036
536456,978,1036
536457,979,1035
536458,976,1031
536459,974,1034
536460,974,1032
536461,976,1035
536462,979,1034
536463,979,1033
536464,977,1032
536465,975,1030
536466,974,1032
536467,976,1032
536468,977,1034
536469,976,1032
536470,975,1029
536471,972,1030
536472,971,1032
536473,972,1033
536474,977,1033
536475,976,1032
536476,974,1032
536477,972,1030
536478,973,1032
536479,976,1033
536480,975,1032
536481,976,1032
536482,976,1028
536483,974,1031
536484,975,1031
536485,976,1034
536486,976,1033
536487,977,1031
536488,977,1029
536489,974,1029
536490,976,1033
536491,979,1034
536492,982,1034
536493,982,1035
536494,982,1034
536495,982,1031
536496,987,1035
536497,1000,1041
536498,1023,1045
536499,1080,1055
536500,1171,1095
536501,1218,1169
536502,1163,1211
536503,1074,1175
536504,1028,1114
536505,1025,1086
536506,1030,1081
536507,1029,1078
536508,1020,1077
536509,1016,1076
536510,1013,1074
536511,1011,1074
536512,1010,1069
536513,1006,1068
536514,1003,1064
536515,1003,1065
536516,1002,1060
536517,1002,1060
536518,1000,1058
536519,994,1056
536520,991,1055
536521,989,1055
536522,990,1055
536523,985,1054
536524,982,1047
536525,975,1042
536526,971,1039
536527,970,1040
536528,962,1038
536529,949,1036
536530,935,1031
536531,925,1028
536532,920,1029
536533,917,1033
536534,915,1029
536535,909,1023
536536,903,1015
536537,901,1006
536538,901,1000
536539,903,994
536540,905,990
536541,908,988
536542,904,980
536543,899,972
536544,896,965
536545,894,959
536546,899,951
536547,901,942
536548,906,931
536549,907,921
536550,916,914
536551,927,915
536552,934,919
536553,941,928
536554,947,934
536555,954,941
536556,960,954
536557,964,970
536558,970,977
536559,968,985
536560,969,989
536561,967,993
536562,969,998
536563,975,1002
536564,975,1000
536565,976,1000
536566,978,1000
536567,976,1001
536568,978,1004
536569,980,1008
536570,980,1006
536571,981,1006
536572,980,1004
536573,979,1006
536574,977,1007
536575,976,1011
536576,979,1012
536577,981,1016
536578,980,1015
536579,982,1020
536580,982,1025
536581,986,1029
536582,992,1031
536583,992,1032
536584,992,1030
536585,991,1030
536586,991,1034
536587,993,1036
536588,995,1036
536589,997,1033
536590,995,1035
536591,994,1036
536592,995,1036
536593,997,1040
536594,999,1040
536595,998,1040
536596,998,1038
536597,998,1038
536598,999,1040
536599,1001,1043
536600,1003,1040
536601,1003,1045
536602,1001,1047
536603,999,1043
536604,1000,1045
536605,1003,1047
536606,1006,1047
536607,1007,1045
536608,1005,1045
536609,1002,1045
536610,1002,1050
536611,1006,1052
536612,1008,1051
536613,1009,1050
536614,1007,1049
536615,1005,1053
536616,1005,1052
536617,1008,1057
536618,1009,1056
536619,1009,1059
536620,1010,1057
536621,1009,1057
536622,1008,1061
536623,1011,1063
536624,1012,1064
536625,1016,1064
536626,1013,1063
536627,1010,1065
536628,1012,1068
536629,1014,1069
536630,1013,1073
536631,1014,1073
536632,1016,1071
536633,1015,1072
536634,1014,1075
536635,1019,1079
536636,1020,1079
536637,1020,1079
536638,1019,1076
536639,1017,1078
536640,1018,1080
536641,1017,1083
536642,1021,1085
536643,1020,1083
536644,1017,1080
536645,1014,1080
536646,1013,1079
536647,1013,1084
536648,1012,1081
536649,1013,1082
536650,1013,1079
536651,1011,1077
536652,1010,1078
536653,1010,1079
536654,1009,1079
536655,1008,1076
536656,1005,1074
536657,1001,1074
536658,999,1071
536659,999,1073
536660,1000,1073
536661,1000,1069
536662,999,1066
536663,996,1065
536664,998,1068
536665,998,1066
536666,999,1067
536667,995,1062
536668,992,1059
536669,989,1059
536670,989,1055
536671,990,1061
536672,990,1058
536673,990,1056
536674,988,1052
536675,987,1053
536676,987,1055
536677,987,1054
536678,987,1051
536679,985,1050
536680,982,1046
536681,979,1047
536682,980,1050
536683,982,1049
536684,983,1049
536685,983,1048
536686,981,1044
536687,978,1044
536688,979,1044
536689,981,1048
536690,980,1046
536691,979,1045
536692,978,1041
536693,976,1040
536694,977,1043
536695,979,1043
536696,982,1045
536697,983,1043
536698,978,1038
536699,976,1039
536700,975,1042
536701,979,1041
536702,980,1040
536703,980,1038
536704,979,1037
536705,977,1037
536706,979,1039
536707,981,1040
536708,978,1040
536709,976,1039
536710,975,1039
536711,972,1037
536712,972,1040
536713,976,1039
536714,979,1039
536715,979,1039
536716,977,1036
536717,973,1035
536718,973,1039
536719,973,1041
536720,975,1039
536721,972,1039
536722,970,1036
536723,969,1034
536724,972,1036
536725,977,1039
536726,974,1038
536727,976,1038
536728,975,1035
536729,971,1034
536730,972,1037
536731,974,1037
536732,975,1038
536733,974,1037
536734,975,1035
536735,971,1034
536736,971,1033
536737,972,1038
536738,972,1037
536739,970,1037
536740,971,1034
536741,968,1035
536742,969,1034
536743,970,1033
536744,970,1034
536745,970,1035
536746,968,1032
536747,965,1033
536748,968,1033
536749,971,1036
536750,975,1035
536751,972,1036
536752,973,1033
536753,970,1033
536754,972,1036
536755,971,1036
536756,973,1034
536757,973,1033
536758,970,1031
536759,967,1032
536760,966,1033
536761,970,1035
536762,974,1036
536763,974,1035
536764,973,1032
536765,970,1034
536766,970,1033
536767,971,1034
536768,971,1035
536769,974,1033
536770,971,1031
536771,967,1033
536772,969,1034
536773,970,1037
536774,969,1036
536775,972,1036
536776,974,1034
536777,974,1035
536778,976,1035
536779,976,1040
536780,980,1039
536781,984,1038
536782,985,1038
536783,990,1040
536784,1004,1050
536785,1049,1063
536786,1135,1112
536787,1195,1189
536788,1149,1215
536789,1063,1163
536790,1018,1105
536791,1015,1085
536792,1022,1084
536793,1022,1080
536794,1013,1074
536795,1004,1069
536796,998,1070
536797,999,1073
536798,996,1067
536799,989,1063
536800,983,1055
536801,979,1050
536802,978,1047
536803,977,1047
536804,975,1045
536805,969,1043
536806,964,1038
536807,957,1033
536808,951,1034
536809,945,1032
536810,941,1030
536811,937,1026
536812,928,1022
536813,913,1017
536814,897,1014
536815,885,1014
536816,877,1012
536817,872,1014
536818,869,1009
536819,861,1009
536820,859,1004
536821,859,997
536822,861,990
536823,861,980
536824,857,971
536825,857,967
536826,859,964
536827,864,958
536828,868,950
536829,868,944
536830,866,932
536831,871,925
536832,880,919
536833,889,913
536834,899,899
536835,910,894
536836,919,898
536837,925,909
536838,934,920
536839,945,932
536840,955,942
536841,962,955
536842,967,964
536843,966,973
536844,968,985
536845,973,995
536846,978,1000
536847,979,1005
536848,984,1008
536849,985,1008
536850,991,1010
536851,997,1014
536852,1003,1015
536853,1003,1018
536854,999,1018
536855,994,1020
536856,995,1020
536857,995,1024
536858,994,1023
536859,994,1028
536860,994,1028
536861,995,1029
536862,996,1036
536863,996,1043
536864,996,1043
536865,999,1047
536866,1000,1045
536867,998,1043
536868,1001,1048
536869,1006,1049
536870,1008,1048
536871,1007,1046
536872,1008,1047
536873,1007,1048
536874,1007,1051
536875,1006,1054
536876,1008,1054
536877,1010,1053
536878,1009,1050
536879,1009,1055
536880,1010,1054
536881,1012,1056
536882,1013,1059
536883,1014,1058
536884,1013,1057
536885,1011,1057
536886,1013,1061
536887,1016,1064
536888,1020,1062
536889,1021,1063
536890,1022,1062
536891,1018,1063
536892,1019,1066
536893,1022,1069
536894,1021,1068
536895,1024,1071
536896,1023,1071
536897,1023,1070
536898,1021,1072
536899,1022,1075
536900,1026,1078
536901,1029,1079
536902,1028,1079
536903,1024,1080
536904,1029,1078
536905,1029,1084
536906,1032,1084
536907,1032,1088
536908,1035,1084
536909,1032,1084
536910,1034,1086
536911,1035,1089
536912,1037,1093
536913,1036,1094
536914,1035,1094
536915,1037,1093
536916,1039,1098
536917,1038,1101
536918,1037,1099
536919,1035,1102
536920,1036,1098
536921,1035,1100
536922,1039,1100
536923,1040,1103
536924,1040,1102
536925,1043,1103
536926,1040,1100
536927,1036,1099
536928,1034,1100
536929,1031,1102
536930,1031,1100
536931,1028,1098
536932,1027,1095
536933,1025,1096
536934,1024,1095
536935,1022,1094
536936,1022,1091
