'sample #','V5','MLII'
598797,981,1016
598798,986,1021
598799,985,1017
598800,982,1014
598801,980,1011
598802,986,1011
598803,986,1015
598804,987,1014
598805,988,1014
598806,989,1008
598807,988,1008
598808,989,1011
598809,995,1011
598810,996,1011
598811,995,1009
598812,994,1008
598813,991,1005
598814,991,1010
598815,995,1008
598816,1000,1009
598817,999,1007
598818,997,1004
598819,993,1004
598820,988,1004
598821,996,1007
598822,1003,1009
598823,1005,1009
598824,1004,1002
598825,1000,1000
598826,1003,1002
598827,1006,1006
598828,1006,1007
598829,1010,1003
598830,1006,1001
598831,1007,999
598832,1010,999
598833,1015,1003
598834,1020,1005
598835,1016,1004
598836,1012,1003
598837,1007,1001
598838,1010,1002
598839,1018,1002
598840,1023,1004
598841,1026,1006
598842,1023,1007
598843,1017,1006
598844,1016,1007
598845,1023,1011
598846,1028,1011
598847,1027,1014
598848,1024,1014
598849,1026,1016
598850,1024,1022
598851,1028,1024
598852,1032,1028
598853,1033,1031
598854,1031,1030
598855,1028,1033
598856,1025,1040
598857,1028,1045
598858,1030,1049
598859,1031,1052
598860,1028,1052
598861,1028,1052
598862,1029,1056
598863,1031,1060
598864,1034,1063
598865,1032,1064
598866,1031,1062
598867,1024,1061
598868,1021,1062
598869,1020,1064
598870,1019,1064
598871,1019,1062
598872,1015,1057
598873,1012,1056
598874,1010,1056
598875,1009,1059
598876,1010,1061
598877,1008,1057
598878,1005,1053
598879,1009,1052
598880,1011,1050
598881,1008,1053
598882,1010,1054
598883,1008,1052
598884,1000,1050
598885,1000,1047
598886,1003,1049
598887,1005,1049
598888,1004,1051
598889,1003,1049
598890,999,1046
598891,993,1044
598892,994,1045
598893,1000,1048
598894,1005,1047
598895,1005,1047
598896,1002,1043
598897,996,1040
598898,992,1042
598899,993,1045
598900,999,1047
598901,999,1043
598902,999,1043
598903,995,1042
598904,1002,1043
598905,1006,1045
598906,1009,1047
598907,1002,1044
598908,993,1041
598909,994,1041
598910,998,1040
598911,1002,1043
598912,1003,1044
598913,1004,1042
598914,1000,1038
598915,1000,1038
598916,999,1039
598917,1006,1042
598918,1006,1046
598919,1005,1045
598920,1004,1041
598921,1004,1041
598922,1002,1042
598923,1001,1046
598924,1005,1047
598925,1007,1044
598926,1008,1043
598927,1007,1045
598928,1006,1045
598929,1009,1050
598930,1011,1047
598931,1014,1046
598932,1010,1044
598933,1006,1042
598934,1007,1044
598935,1008,1047
598936,1010,1049
598937,1004,1046
598938,1002,1045
598939,1000,1048
598940,1001,1049
598941,1005,1049
598942,1008,1049
598943,1007,1049
598944,1005,1045
598945,1001,1046
598946,999,1048
598947,1000,1049
598948,1004,1047
598949,1002,1048
598950,999,1045
598951,997,1046
598952,996,1048
598953,1001,1049
598954,1005,1049
598955,1007,1051
598956,1006,1047
598957,1001,1045
598958,997,1048
598959,1001,1051
598960,1002,1049
598961,1006,1053
598962,1003,1048
598963,998,1047
598964,994,1048
598965,988,1048
598966,996,1049
598967,1000,1047
598968,1003,1046
598969,1004,1044
598970,1002,1044
598971,1002,1050
598972,1004,1052
598973,1004,1051
598974,1002,1049
598975,1002,1050
598976,1008,1049
598977,1016,1051
598978,1019,1056
598979,1010,1055
598980,1002,1052
598981,997,1052
598982,999,1055
598983,1005,1059
598984,1012,1060
598985,1014,1060
598986,1011,1056
598987,1009,1055
598988,1000,1053
598989,995,1055
598990,998,1056
598991,1002,1054
598992,1003,1052
598993,1003,1053
598994,999,1055
598995,999,1055
598996,999,1057
598997,1000,1057
598998,996,1055
598999,993,1054
599000,993,1059
599001,997,1061
599002,998,1057
599003,1003,1056
599004,1004,1049
599005,1005,1043
599006,1005,1044
599007,998,1047
599008,994,1044
599009,991,1042
599010,986,1041
599011,984,1039
599012,985,1041
599013,992,1046
599014,998,1046
599015,998,1043
599016,993,1039
599017,987,1037
599018,989,1039
599019,991,1045
599020,997,1042
599021,996,1042
599022,989,1039
599023,988,1038
599024,986,1038
599025,993,1042
599026,995,1043
599027,992,1040
599028,989,1040
599029,987,1039
599030,989,1042
599031,991,1046
599032,997,1045
599033,993,1041
599034,994,1040
599035,994,1039
599036,994,1042
599037,997,1048
599038,997,1048
599039,999,1050
599040,996,1051
599041,995,1057
599042,1000,1065
599043,1005,1076
599044,1012,1088
599045,1016,1097
599046,1023,1110
599047,1027,1124
599048,1030,1146
599049,1033,1173
599050,1027,1205
599051,1028,1237
599052,1029,1264
599053,1037,1290
599054,1041,1319
599055,1039,1348
599056,1033,1373
599057,1030,1400
599058,1027,1431
599059,1029,1466
599060,1040,1488
599061,1062,1499
599062,1094,1475
599063,1116,1415
599064,1122,1319
599065,1103,1222
599066,1062,1157
599067,1005,1123
599068,960,1100
599069,933,1074
599070,926,1053
599071,925,1041
599072,927,1040
599073,938,1037
599074,953,1035
599075,971,1028
599076,985,1025
599077,993,1024
599078,996,1021
599079,997,1020
599080,999,1016
599081,999,1014
599082,998,1008
599083,995,1009
599084,992,1011
599085,994,1012
599086,1000,1013
599087,1004,1008
599088,999,1004
599089,996,1002
599090,993,1004
599091,994,1007
599092,998,1008
599093,1002,1005
599094,1004,1002
599095,1004,1001
599096,1003,1001
599097,1005,1003
599098,1010,1002
599099,1009,1002
599100,1005,998
599101,1001,999
599102,1005,1002
599103,1005,1004
599104,1009,1006
599105,1009,1004
599106,1013,999
599107,1012,997
599108,1013,998
599109,1015,996
599110,1013,999
599111,1009,998
599112,1004,997
599113,1004,995
599114,1006,994
599115,1012,997
599116,1014,997
599117,1014,995
599118,1012,992
599119,1009,989
599120,1008,994
599121,1013,996
599122,1014,997
599123,1009,993
599124,1008,989
599125,1009,987
599126,1007,989
599127,1013,990
599128,1013,991
599129,1013,988
599130,1014,983
599131,1008,982
599132,1010,985
599133,1012,985
599134,1016,984
599135,1017,980
599136,1012,977
599137,1012,975
599138,1015,975
599139,1019,979
599140,1020,979
599141,1021,977
599142,1018,972
599143,1017,971
599144,1018,971
599145,1018,975
599146,1025,976
599147,1022,975
599148,1022,972
599149,1023,972
599150,1023,973
599151,1023,979
599152,1025,981
599153,1028,982
599154,1030,982
599155,1033,982
599156,1035,984
599157,1039,993
599158,1045,999
599159,1043,1002
599160,1042,1001
599161,1039,1004
599162,1042,1011
599163,1047,1022
599164,1050,1024
599165,1050,1026
599166,1050,1027
599167,1049,1029
599168,1042,1035
599169,1046,1040
599170,1047,1046
599171,1041,1047
599172,1038,1046
599173,1038,1045
599174,1038,1044
599175,1036,1047
599176,1036,1049
599177,1034,1045
599178,1026,1041
599179,1023,1043
599180,1020,1043
599181,1020,1047
599182,1020,1045
599183,1016,1042
599184,1013,1040
599185,1008,1036
599186,1007,1038
599187,1010,1043
599188,1011,1042
599189,1007,1039
599190,1006,1036
599191,1005,1034
599192,1004,1036
599193,1004,1039
599194,1006,1040
599195,1004,1038
599196,1006,1037
599197,1005,1036
599198,1004,1035
599199,1005,1038
599200,1006,1037
599201,1003,1036
599202,1002,1033
599203,1000,1032
599204,1000,1033
599205,1004,1033
599206,1005,1034
599207,1001,1030
599208,997,1027
599209,993,1029
599210,994,1031
599211,998,1034
599212,1005,1033
599213,1005,1031
599214,999,1027
599215,993,1030
599216,989,1031
599217,991,1034
599218,998,1034
599219,1001,1031
599220,998,1029
599221,994,1030
599222,992,1031
599223,994,1032
599224,1000,1034
599225,1001,1032
599226,998,1031
599227,993,1032
599228,994,1034
599229,994,1038
599230,1002,1038
599231,1001,1035
599232,997,1035
599233,999,1034
599234,1002,1034
599235,1006,1038
599236,1005,1038
599237,998,1040
599238,994,1037
599239,992,1034
599240,991,1037
599241,996,1042
599242,1001,1040
599243,1000,1039
599244,998,1036
599245,995,1033
599246,993,1037
599247,993,1040
599248,997,1043
599249,996,1043
599250,995,1040
599251,991,1038
599252,990,1040
599253,994,1042
599254,997,1043
599255,994,1042
599256,995,1043
599257,992,1041
599258,992,1042
599259,992,1046
599260,991,1046
599261,993,1042
599262,989,1039
599263,985,1039
599264,982,1043
599265,982,1046
599266,984,1046
599267,983,1045
599268,980,1042
599269,977,1038
599270,979,1038
599271,983,1040
599272,981,1040
599273,978,1039
599274,978,1038
599275,975,1041
599276,977,1043
599277,982,1042
599278,985,1039
599279,987,1038
599280,984,1033
599281,980,1033
599282,981,1039
599283,981,1043
599284,987,1041
599285,987,1041
599286,986,1041
599287,984,1040
599288,984,1046
599289,989,1049
599290,992,1048
599291,990,1046
599292,987,1047
599293,984,1050
599294,984,1053
599295,983,1055
599296,988,1057
599297,990,1054
599298,984,1049
599299,982,1045
599300,979,1046
599301,981,1048
599302,980,1049
599303,977,1044
599304,973,1043
599305,975,1044
599306,977,1048
599307,979,1050
599308,978,1049
599309,978,1053
599310,978,1050
599311,979,1051
599312,976,1054
599313,983,1052
599314,985,1049
599315,981,1044
599316,978,1040
599317,971,1036
599318,966,1037
599319,965,1040
599320,967,1041
599321,966,1040
599322,966,1037
599323,964,1037
599324,963,1039
599325,968,1042
599326,971,1039
599327,970,1037
599328,966,1032
599329,962,1033
599330,960,1034
599331,962,1037
599332,964,1037
599333,963,1035
599334,960,1035
599335,958,1035
599336,960,1036
599337,962,1036
599338,967,1035
599339,969,1035
599340,966,1035
599341,961,1035
599342,959,1038
599343,961,1039
599344,963,1037
599345,963,1034
599346,960,1032
599347,958,1033
599348,960,1040
599349,961,1043
599350,964,1046
599351,967,1048
599352,965,1051
599353,966,1056
599354,969,1070
599355,979,1086
599356,988,1104
599357,994,1117
599358,999,1135
599359,995,1161
599360,992,1194
599361,992,1231
599362,996,1262
599363,1001,1287
599364,997,1308
599365,985,1324
599366,977,1347
599367,975,1375
599368,970,1406
599369,970,1437
599370,982,1456
599371,997,1455
599372,1018,1430
599373,1042,1372
599374,1054,1287
599375,1039,1200
599376,1005,1137
599377,958,1103
599378,925,1082
599379,912,1059
599380,912,1044
599381,913,1035
599382,913,1030
599383,915,1025
599384,931,1024
599385,946,1025
599386,956,1023
599387,959,1020
599388,958,1012
599389,951,1008
599390,959,1009
599391,962,1009
599392,963,1009
599393,964,1007
599394,959,1002
599395,959,1000
599396,959,1000
599397,959,1005
599398,962,1004
599399,962,1003
599400,964,1002
599401,966,1001
599402,966,1000
599403,968,1003
599404,967,1000
599405,967,999
599406,963,994
599407,961,994
599408,964,998
599409,966,1002
599410,966,1002
599411,964,1000
599412,960,995
599413,962,993
599414,964,994
599415,968,995
599416,970,994
599417,970,991
599418,966,991
599419,964,990
599420,964,993
599421,972,995
599422,973,994
599423,976,994
599424,973,990
599425,971,988
599426,969,988
599427,969,990
599428,971,992
599429,972,990
599430,970,986
599431,963,982
599432,968,984
599433,974,989
599434,975,985
599435,976,984
599436,973,982
599437,970,983
599438,972,987
599439,977,987
599440,982,986
599441,979,980
599442,975,976
599443,972,976
599444,973,980
599445,978,981
599446,982,982
599447,979,979
599448,976,977
599449,974,978
599450,978,983
599451,983,985
599452,988,987
599453,989,984
599454,987,979
599455,987,981
599456,987,982
599457,992,986
599458,992,987
599459,991,988
599460,990,987
599461,992,989
599462,997,997
599463,1000,1001
599464,1003,1002
599465,1003,1004
599466,998,1005
599467,1000,1008
599468,1003,1016
599469,1007,1018
599470,1009,1023
599471,1011,1024
599472,1006,1026
599473,1002,1029
599474,999,1033
599475,1000,1036
599476,1003,1035
599477,1001,1040
599478,996,1040
599479,993,1044
599480,994,1050
599481,993,1055
599482,993,1054
599483,991,1049
599484,989,1045
599485,985,1044
599486,979,1047
599487,982,1050
599488,980,1049
599489,980,1045
599490,978,1041
599491,975,1039
599492,976,1042
599493,976,1044
599494,976,1044
599495,972,1040
599496,964,1036
599497,965,1039
599498,965,1043
599499,967,1045
599500,969,1041
599501,966,1039
599502,963,1036
599503,957,1036
599504,960,1037
599505,960,1039
599506,963,1039
599507,965,1037
599508,961,1038
599509,958,1034
599510,960,1036
599511,964,1037
599512,967,1036
599513,964,1038
599514,958,1035
599515,958,1037
599516,963,1033
599517,965,1032
599518,964,1033
599519,961,1031
599520,956,1027
599521,951,1031
599522,953,1036
599523,958,1039
599524,961,1035
599525,960,1033
599526,957,1032
599527,958,1028
599528,960,1033
599529,963,1034
599530,963,1033
599531,962,1032
599532,960,1031
599533,957,1034
599534,959,1035
599535,963,1039
599536,967,1039
599537,964,1035
599538,961,1031
599539,957,1030
599540,959,1031
599541,962,1033
599542,964,1034
599543,961,1034
599544,960,1033
599545,956,1035
599546,957,1037
599547,961,1040
599548,963,1038
599549,962,1039
599550,963,1035
599551,960,1037
599552,962,1039
599553,959,1042
599554,962,1042
599555,963,1041
599556,963,1038
599557,963,1035
599558,965,1040
599559,965,1044
599560,966,1044
599561,962,1039
599562,960,1036
599563,959,1038
599564,963,1041
599565,965,1044
599566,968,1043
599567,969,1041
599568,963,1039
599569,960,1037
599570,960,1038
599571,961,1043
599572,963,1041
599573,961,1039
599574,958,1037
599575,958,1036
599576,957,1038
599577,958,1044
599578,966,1044
599579,963,1038
599580,961,1037
599581,958,1039
599582,959,1040
599583,962,1041
599584,963,1040
599585,963,1039
599586,959,1035
599587,958,1035
599588,960,1038
599589,966,1039
599590,968,1038
599591,973,1041
599592,969,1038
599593,967,1040
599594,968,1045
599595,974,1045
599596,977,1046
599597,976,1044
599598,977,1043
599599,974,1044
599600,977,1048
599601,977,1050
599602,981,1054
599603,980,1052
599604,979,1048
599605,974,1047
599606,976,1047
599607,975,1053
599608,977,1050
599609,974,1050
599610,971,1045
599611,971,1045
599612,970,1048
599613,974,1052
599614,974,1053
599615,974,1053
599616,975,1050
599617,975,1051
599618,977,1052
599619,979,1053
599620,981,1051
599621,982,1046
599622,976,1040
599623,970,1045
599624,965,1043
599625,966,1049
599626,969,1046
599627,969,1044
599628,967,1041
599629,967,1042
599630,967,1045
599631,969,1049
599632,974,1046
599633,972,1044
599634,970,1042
599635,968,1040
599636,968,1044
599637,973,1048
599638,972,1050
599639,972,1046
599640,970,1044
599641,969,1047
599642,968,1047
599643,973,1053
599644,978,1050
599645,976,1050
599646,973,1047
599647,972,1050
599648,974,1050
599649,978,1051
599650,980,1052
599651,980,1054
599652,979,1054
599653,978,1056
599654,980,1063
599655,983,1068
599656,986,1074
599657,990,1081
599658,993,1089
599659,995,1100
599660,1001,1114
599661,1010,1129
599662,1018,1144
599663,1020,1165
599664,1010,1188
599665,1005,1218
599666,1003,1255
599667,1008,1289
599668,1014,1314
599669,1011,1334
599670,1000,1356
599671,988,1377
599672,990,1412
599673,998,1447
599674,1009,1479
599675,1021,1495
599676,1041,1491
599677,1069,1463
599678,1091,1402
599679,1102,1317
599680,1092,1228
599681,1052,1161
599682,992,1120
599683,946,1095
599684,925,1080
599685,922,1075
599686,926,1071
599687,941,1063
599688,953,1055
599689,970,1051
599690,981,1050
599691,986,1048
599692,988,1043
599693,990,1042
599694,988,1036
599695,989,1037
599696,988,1036
599697,994,1038
599698,997,1035
599699,998,1035
599700,994,1032
599701,994,1030
599702,994,1033
599703,997,1033
599704,1003,1034
599705,1003,1030
599706,999,1029
599707,997,1024
599708,998,1023
599709,1001,1024
599710,1003,1025
599711,1006,1023
599712,1003,1019
599713,1001,1020
599714,1002,1024
599715,1002,1027
599716,1002,1025
599717,1007,1024
599718,1004,1018
599719,1003,1021
599720,1004,1024
599721,1005,1026
599722,1010,1025
599723,1009,1020
599724,1008,1016
599725,1006,1015
599726,1006,1020
599727,1011,1020
599728,1014,1023
599729,1013,1020
599730,1011,1015
599731,1009,1014
599732,1013,1014
599733,1014,1012
599734,1018,1011
599735,1017,1008
599736,1014,1009
599737,1011,1010
599738,1013,1011
599739,1016,1010
599740,1016,1005
599741,1018,1004
599742,1013,1004
599743,1013,1006
599744,1013,1004
599745,1016,1000
599746,1017,1003
599747,1017,999
599748,1017,995
599749,1013,996
599750,1014,993
599751,1019,994
599752,1021,989
599753,1021,985
599754,1020,980
599755,1018,984
599756,1019,987
599757,1022,991
599758,1026,990
599759,1028,987
599760,1026,982
599761,1023,984
599762,1026,987
599763,1031,994
599764,1034,999
599765,1033,999
599766,1035,998
599767,1033,999
599768,1035,1002
599769,1038,1007
599770,1041,1008
599771,1041,1010
599772,1042,1013
599773,1039,1019
599774,1042,1029
599775,1046,1035
599776,1051,1041
599777,1053,1042
599778,1049,1046
599779,1045,1051
599780,1048,1059
599781,1051,1064
599782,1052,1064
599783,1052,1067
599784,1047,1064
599785,1046,1066
599786,1044,1068
599787,1043,1071
599788,1041,1074
599789,1040,1071
599790,1038,1070
599791,1033,1070
599792,1032,1075
599793,1032,1079
599794,1035,1071
599795,1034,1063
599796,1027,1057
599797,1022,1062
599798,1017,1068
599799,1021,1069
599800,1024,1066
599801,1021,1068
599802,1021,1065
599803,1016,1065
599804,1020,1067
599805,1023,1068
599806,1025,1068
599807,1023,1067
599808,1019,1063
599809,1018,1066
599810,1019,1066
599811,1022,1071
599812,1023,1070
599813,1023,1065
599814,1021,1062
599815,1017,1059
599816,1014,1063
599817,1016,1063
599818,1022,1064
599819,1020,1062
599820,1017,1060
599821,1017,1060
599822,1016,1061
599823,1017,1063
599824,1020,1064
599825,1021,1065
599826,1015,1061
599827,1016,1063
599828,1017,1063
599829,1018,1069
599830,1022,1067
599831,1018,1063
599832,1014,1061
599833,1018,1062
599834,1018,1067
599835,1020,1071
599836,1023,1071
599837,1023,1071
599838,1020,1067
599839,1017,1066
599840,1020,1064
599841,1022,1066
599842,1023,1063
599843,1021,1064
599844,1019,1062
599845,1020,1061
599846,1020,1066
599847,1022,1070
599848,1025,1066
599849,1023,1067
599850,1022,1068
599851,1021,1068
599852,1023,1067
599853,1022,1071
599854,1024,1069
599855,1025,1067
599856,1021,1060
599857,1017,1061
599858,1018,1065
599859,1015,1075
599860,1019,1076
599861,1021,1072
599862,1021,1066
599863,1018,1066
599864,1016,1064
599865,1016,1065
599866,1017,1064
599867,1016,1063
599868,1012,1063
599869,1008,1066
599870,1009,1070
599871,1010,1072
599872,1015,1072
599873,1017,1069
599874,1014,1065
599875,1011,1063
599876,1010,1064
599877,1013,1066
599878,1012,1067
599879,1012,1067
599880,1012,1063
599881,1012,1062
599882,1013,1063
599883,1014,1068
599884,1017,1070
599885,1016,1070
599886,1016,1066
599887,1013,1065
599888,1013,1067
599889,1016,1068
599890,1020,1069
599891,1018,1070
599892,1018,1069
599893,1016,1069
599894,1016,1071
599895,1018,1075
599896,1021,1076
599897,1019,1072
599898,1014,1068
599899,1012,1069
599900,1013,1070
599901,1014,1071
599902,1012,1072
599903,1012,1073
599904,1009,1067
599905,1004,1067
599906,1006,1069
599907,1010,1073
599908,1011,1076
599909,1010,1076
599910,1008,1076
599911,1007,1078
599912,1010,1077
599913,1012,1077
599914,1017,1069
599915,1015,1064
599916,1009,1062
599917,999,1060
599918,998,1060
599919,1001,1062
599920,1004,1061
599921,1000,1061
599922,997,1058
599923,997,1057
599924,995,1062
599925,999,1065
599926,1001,1063
599927,999,1061
599928,1001,1055
599929,995,1056
599930,996,1059
599931,998,1062
599932,1001,1061
599933,1001,1058
599934,1000,1055
599935,998,1057
599936,998,1060
599937,998,1064
599938,1003,1062
599939,1005,1060
599940,1000,1057
599941,997,1057
599942,1003,1058
599943,1004,1061
599944,1005,1061
599945,1003,1061
599946,999,1060
599947,997,1065
599948,1001,1070
599949,1007,1074
599950,1007,1078
599951,1005,1083
599952,1008,1086
599953,1011,1091
599954,1020,1109
599955,1029,1131
599956,1039,1152
599957,1041,1170
599958,1038,1196
599959,1034,1231
599960,1035,1269
599961,1044,1300
599962,1050,1331
599963,1042,1352
599964,1033,1373
599965,1020,1400
599966,1021,1437
599967,1025,1472
599968,1039,1489
599969,1060,1486
599970,1081,1451
599971,1100,1377
599972,1102,1274
599973,1077,1191
599974,1028,1145
599975,973,1115
599976,941,1090
599977,932,1070
599978,936,1058
599979,939,1055
599980,946,1049
599981,958,1046
599982,974,1043
599983,984,1040
599984,992,1038
599985,998,1037
599986,1000,1037
599987,999,1033
599988,1000,1029
599989,997,1029
599990,1000,1029
599991,1003,1027
599992,1004,1028
599993,1004,1026
599994,1003,1024
599995,1000,1023
599996,1000,1026
599997,1006,1027
599998,1010,1022
599999,1011,1020
600000,1008,1017
600001,1005,1019
600002,1006,1024
600003,1007,1025
600004,1011,1025
600005,1011,1018
600006,1010,1015
600007,1008,1014
600008,1006,1015
600009,1008,1019
600010,1010,1020
600011,1011,1017
600012,1008,1013
600013,1006,1012
600014,1008,1015
600015,1013,1015
600016,1014,1014
600017,1012,1013
600018,1012,1011
600019,1010,1010
600020,1011,1011
600021,1014,1011
600022,1016,1007
600023,1013,1005
600024,1013,1003
600025,1010,1003
600026,1010,1005
600027,1016,1009
600028,1017,1005
600029,1016,1001
600030,1012,998
600031,1013,997
600032,1014,996
600033,1015,997
600034,1015,996
600035,1012,995
600036,1012,992
600037,1011,990
600038,1013,990
600039,1014,991
600040,1016,989
600041,1012,988
600042,1012,985
600043,1012,988
600044,1015,988
600045,1020,987
600046,1022,991
600047,1017,991
600048,1019,990
600049,1019,990
600050,1023,994
600051,1028,998
600052,1030,1001
600053,1031,997
600054,1033,998
600055,1027,1001
600056,1031,1008
600057,1037,1012
600058,1039,1017
600059,1038,1021
600060,1035,1023
600061,1036,1027
600062,1036,1033
600063,1038,1039
600064,1043,1044
600065,1039,1040
600066,1034,1042
600067,1030,1042
600068,1027,1048
600069,1026,1054
600070,1028,1051
600071,1024,1047
600072,1020,1042
600073,1015,1042
600074,1014,1043
600075,1011,1047
600076,1009,1046
600077,1005,1042
600078,999,1039
600079,997,1040
600080,996,1040
600081,996,1042
600082,996,1039
600083,994,1041
600084,987,1037
600085,985,1033
600086,983,1037
600087,985,1039
600088,987,1037
600089,987,1031
600090,981,1031
600091,978,1031
600092,979,1035
600093,981,1036
600094,986,1035
600095,983,1034
600096,979,1028
600097,978,1029
600098,976,1030
600099,978,1033
600100,978,1030
600101,977,1028
600102,977,1026
600103,976,1028
600104,975,1030
600105,979,1031
600106,977,1030
600107,979,1027
600108,974,1022
600109,969,1023
600110,971,1026
600111,974,1032
600112,973,1032
600113,975,1026
600114,971,1021
600115,971,1023
600116,970,1027
600117,975,1032
600118,976,1031
600119,975,1028
600120,974,1024
600121,971,1027
600122,973,1028
600123,975,1031
600124,971,1034
600125,975,1030
600126,974,1027
600127,973,1028
600128,971,1033
600129,974,1036
600130,978,1036
600131,975,1034
600132,974,1031
600133,973,1032
600134,973,1034
600135,973,1037
600136,973,1035
600137,970,1034
600138,969,1033
600139,969,1036
600140,969,1039
600141,971,1041
600142,973,1041
600143,973,1036
600144,971,1033
600145,968,1036
600146,966,1040
600147,969,1041
600148,968,1037
600149,967,1033
600150,967,1029
600151,962,1031
600152,963,1035
600153,961,1037
600154,964,1036
600155,962,1036
600156,960,1034
600157,958,1030
600158,957,1033
600159,961,1036
600160,958,1038
600161,959,1036
600162,955,1033
600163,954,1030
600164,955,1031
600165,959,1033
600166,958,1032
600167,956,1031
600168,956,1027
600169,954,1025
600170,957,1030
600171,958,1030
600172,961,1027
600173,959,1028
600174,958,1027
600175,956,1030
600176,958,1036
600177,963,1039
600178,964,1039
600179,964,1038
600180,965,1036
600181,964,1037
600182,964,1036
600183,967,1039
600184,969,1040
600185,965,1040
600186,964,1035
600187,959,1037
600188,961,1038
600189,963,1037
600190,959,1037
600191,957,1036
600192,954,1034
600193,955,1036
600194,953,1038
600195,956,1041
600196,955,1037
600197,954,1036
600198,949,1037
600199,949,1040
600200,954,1044
600201,958,1046
600202,960,1042
600203,960,1035
600204,958,1033
600205,957,1030
600206,956,1032
600207,954,1035
600208,953,1030
600209,950,1029
600210,946,1025
600211,945,1026
600212,944,1029
600213,949,1031
600214,951,1028
600215,949,1025
600216,947,1025
600217,944,1026
600218,945,1028
600219,948,1034
600220,948,1029
600221,946,1027
600222,944,1029
600223,943,1029
600224,945,1031
600225,949,1031
600226,945,1031
600227,946,1031
600228,945,1026
600229,941,1024
600230,944,1026
600231,945,1029
600232,948,1029
600233,946,1027
600234,945,1026
600235,944,1030
600236,947,1034
600237,951,1038
600238,951,1039
600239,950,1039
600240,950,1043
600241,950,1053
600242,958,1072
600243,966,1091
600244,975,1101
600245,979,1114
600246,977,1132
600247,972,1156
600248,968,1196
600249,965,1234
600250,969,1266
600251,965,1293
600252,953,1313
600253,938,1336
600254,929,1365
600255,930,1406
600256,938,1440
600257,951,1464
600258,972,1466
600259,999,1443
600260,1026,1379
600261,1039,1287
600262,1025,1190
600263,981,1120
600264,931,1076
600265,897,1054
600266,889,1040
600267,895,1038
600268,910,1030
600269,926,1023
600270,935,1017
600271,941,1016
600272,944,1015
600273,948,1014
600274,948,1007
600275,949,1002
600276,948,997
600277,946,998
600278,950,1001
600279,955,1003
600280,953,1000
600281,953,994
600282,950,991
600283,951,990
600284,952,993
600285,958,995
600286,961,996
600287,961,992
600288,959,989
600289,957,988
600290,960,989
600291,960,993
600292,961,991
600293,961,987
600294,959,985
600295,959,987
600296,957,986
600297,962,990
600298,965,987
600299,965,984
600300,963,981
600301,963,981
600302,964,982
600303,965,985
600304,969,985
600305,967,979
600306,967,977
600307,965,977
600308,967,982
600309,968,985
600310,974,984
600311,975,980
600312,974,978
600313,973,981
600314,974,979
600315,979,986
600316,981,981
600317,983,980
600318,982,977
600319,980,977
600320,982,981
600321,985,982
600322,986,982
600323,988,978
600324,986,975
600325,986,977
600326,986,979
600327,993,983
600328,990,979
600329,991,981
600330,992,978
600331,992,979
600332,997,982
600333,1000,987
600334,1005,984
600335,1003,984
600336,1005,985
600337,1003,988
600338,1007,994
600339,1011,997
600340,1014,998
600341,1015,1000
600342,1015,1002
600343,1018,1003
600344,1015,1010
600345,1022,1020
600346,1022,1024
600347,1022,1027
600348,1018,1029
600349,1020,1034
600350,1020,1037
600351,1022,1044
600352,1024,1044
600353,1023,1044
600354,1020,1047
600355,1016,1051
600356,1017,1052
600357,1018,1055
600358,1015,1055
600359,1016,1055
600360,1009,1050
600361,1005,1050
600362,1005,1052
600363,1007,1055
600364,1005,1054
600365,1003,1048
600366,1000,1045
600367,998,1047
600368,996,1049
600369,998,1050
600370,996,1050
600371,997,1043
600372,993,1043
600373,990,1042
600374,992,1046
600375,999,1047
600376,998,1045
600377,995,1041
600378,995,1037
600379,993,1041
600380,992,1044
600381,998,1047
600382,997,1047
600383,996,1045
600384,995,1043
600385,991,1039
600386,995,1041
600387,995,1045
600388,997,1043
600389,998,1042
600390,994,1038
600391,993,1039
600392,992,1044
600393,996,1045
600394,996,1043
600395,996,1040
600396,992,1038
600397,994,1039
600398,995,1045
600399,998,1044
600400,1001,1043
600401,999,1038
600402,998,1040
600403,995,1037
600404,1001,1039
600405,1001,1045
600406,1001,1045
600407,1002,1041
600408,998,1039
600409,999,1041
600410,997,1043
600411,1002,1045
600412,1003,1042
600413,999,1040
600414,1000,1039
600415,999,1043
600416,999,1045
600417,1003,1048
600418,1006,1046
600419,1002,1045
600420,1004,1045
600421,1003,1047
600422,1004,1052
600423,1004,1053
600424,1010,1049
600425,1007,1049
600426,1005,1045
600427,1002,1045
600428,1005,1049
600429,1010,1054
600430,1013,1053
600431,1009,1052
600432,1004,1050
600433,1006,1051
600434,1007,1053
600435,1008,1055
600436,1007,1055
600437,1007,1053
600438,1005,1050
600439,1003,1051
600440,1003,1056
600441,1007,1056
600442,1010,1056
600443,1008,1052
600444,1004,1052
600445,1006,1052
600446,1005,1056
600447,1004,1059
600448,1008,1058
600449,1008,1054
600450,1005,1055
600451,1003,1054
600452,1004,1056
600453,1009,1056
600454,1009,1058
600455,1011,1055
600456,1008,1053
600457,1006,1053
600458,1008,1056
600459,1013,1059
600460,1016,1058
600461,1014,1053
600462,1012,1050
600463,1013,1053
600464,1017,1058
600465,1019,1064
600466,1018,1066
600467,1019,1063
600468,1015,1061
600469,1017,1061
600470,1017,1065
600471,1022,1068
600472,1021,1069
600473,1021,1068
